domain,BCS_x,ID,literals_x,def_x,usage_x,hypernymID_x,hypernym_literals_x,hypernym_def_x,hypernym_usage_x,Prevod literala,Prevod def,Unnamed: 0,BCS_y,literals_y,def_y,usage_y,hypernymID_y,hypernym_literals_y,hypernym_def_y,hypernym_usage_y
medicine,,ENG30-10477713-n,probationer; student nurse,a nurse in training who is undergoing a trial period,-,ENG30-10366966-n,nurse,one skilled in caring for young children or the sick (usually under the supervision of a physician),-,,,,,,,,,,,
medicine,,ENG30-10478827-n,proctologist,a doctor specializing in diseases of the rectum and anus,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,,,,,,,,,,,
medicine,,ENG30-10489564-n,sociopath; psychopath,someone with a sociopathic personality; a person with an antisocial personality disorder (`psychopath` was once widely used but has now been superseded by `sociopath`),-,ENG30-10354898-n,neurotic; psychoneurotic; mental case,a person suffering from neurosis,-,,,,,,,,,,,
medicine,,ENG30-10489944-n,psychotherapist; clinical psychologist,a therapist who deals with mental and emotional disorders,-,ENG30-10707233-n,therapist; healer,a person skilled in a particular type of therapy,-,,,,,,,,,,,
medicine,,ENG30-10497534-n,quadriplegic,a person who is paralyzed in both arms and both legs,-,ENG30-10158756-n,handicapped person,a person who has some handicap that interferes with normal functions,-,,,,,,,,,,,
medicine,,ENG30-10516527-n,registered nurse; RN,a graduate nurse who has passed examinations for registration,-,ENG30-10366966-n,nurse,one skilled in caring for young children or the sick (usually under the supervision of a physician),-,,,,,,,,,,,
medicine,,ENG30-13445972-n,chelation,(medicine) the process of removing a heavy metal from the bloodstream by means of a chelate as in treating lead or mercury poisoning,-,ENG30-00029677-n,process,a sustained phenomenon or one marked by gradual changes through a series of states,1 : the process of calcification begins later for boys than for girls | 2 : events now in process,,,,,,,,,,,
medicine,,ENG30-13450636-n,compensation,(psychiatry) a defense mechanism that conceals your undesirable shortcomings by exaggerating desirable behaviors,-,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,,,,,,,,,,,
medicine,,ENG30-13451073-n,concretion,"the formation of stonelike objects within a body organ (e.g., the kidneys)",-,ENG30-13518963-n,natural process; natural action; action; activity,a process existing in or produced by nature (rather than by the intent of human beings),1 : volcanic activity | 2 : the action of natural forces,,,,,,,,,,,
medicine,,ENG30-13452947-n,conversion,(psychiatry) a defense mechanism represses emotional conflicts which are then converted into physical symptoms that have no organic basis,-,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,,,,,,,,,,,
medicine,,ENG30-10527915-n,rheumatic,a person suffering with rheumatism,-,ENG30-10595647-n,sick person; diseased person; sufferer,a person suffering from an illness,-,,,,,,,,,,,
medicine,,ENG30-13461951-n,denial,(psychiatry) a defense mechanism that denies painful thoughts,-,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,,,,,,,,,,,
medicine,,ENG30-13463255-n,desensitization; desensitisation,the process of reducing sensitivity,1 : the patient was desensitized to the allergen,ENG30-13458571-n,decrease; decrement,a process of becoming smaller or shorter,-,,,,,,,,,,,
medicine,,ENG30-10540656-n,roundhead,a brachycephalic person,-,ENG30-00007846-n,person; individual; someone; somebody; mortal; human; soul,a human being,1 : there was too much for one person to do,,,,,,,,,,,
medicine,,ENG30-10556704-n,schizophrenic,someone who is afflicted with schizophrenia,-,ENG30-10490141-n,psychotic; psychotic person; psycho,a person afflicted with psychosis,-,,,,,,,,,,,
medicine,,ENG30-13495636-n,idealization; idealisation,(psychiatry) a defense mechanism that splits something you are ambivalent about into two representations--one good and one bad,-,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,,,,,,,,,,,
medicine,,ENG30-13500674-n,insufflation,(medicine) blowing air or medicated powder into the lungs (or into some other body cavity),-,ENG30-13439807-n,blowing,processing that involves blowing a gas,-,,,,,,,,,,,
medicine,,ENG30-13513540-n,menorrhagia; hypermenorrhea,abnormally heavy or prolonged menstruation; can be a symptom of uterine tumors and can lead to anemia if prolonged,-,ENG30-13513747-n,menstruation; menses; menstruum; catamenia; period; flow,the monthly discharge of blood from the uterus of nonpregnant women from puberty to menopause,1 : None | 2 : the women were sickly and subject to excessive menstruation | 3 : None,,,,,,,,,,,
medicine,,ENG30-13513540-n,menorrhagia; hypermenorrhea,abnormally heavy or prolonged menstruation; can be a symptom of uterine tumors and can lead to anemia if prolonged,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-10582032-n,serologist,a medical scientist who specializes in serology,-,ENG30-10306004-n,medical scientist,a scientist who studies disease processes,-,,,,,,,,,,,
medicine,,ENG30-13546169-n,rationalization; rationalisation,(psychiatry) a defense mechanism by which your true motivation is concealed by explaining your actions and feelings in a way that is not threatening,-,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,,,,,,,,,,,
medicine,,ENG30-13548931-n,regression,(psychiatry) a defense mechanism in which you flee from reality by assuming a more infantile state,-,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,,,,,,,,,,,
medicine,,ENG30-13550089-n,repression,(psychiatry) the classical defense mechanism that protects you from impulses or ideas that would cause anxiety by preventing them from becoming conscious,-,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,,,,,,,,,,,
medicine,,ENG30-13551396-n,reuptake; re-uptake,a process of using up or consuming again,1 : psychopharmacologists discovered that amine reuptake is a process that inactivates monoamine neurotransmitters,ENG30-13571580-n,uptake,a process of taking up or using up or consuming,1 : they developed paper napkins with greater uptake of liquids,,,,,,,,,,,
medicine,,ENG30-10630093-n,spastic,a person suffering from spastic paralysis,-,ENG30-10398033-n,paralytic,a person suffering from paralysis,-,,,,,,,,,,,
medicine,,ENG30-10634464-n,speech therapist,a therapist who treats speech defects and disorders,-,ENG30-10707233-n,therapist; healer,a person skilled in a particular type of therapy,-,,,,,,,,,,,
medicine,,ENG30-13973769-n,pancytopenia,an abnormal deficiency in all blood cells (red blood cells and white blood cells and platelets); usually associated with bone marrow tumor or with aplastic anemia,-,ENG30-13973490-n,cytopenia,a deficiency of some cellular element of the blood,-,,,,,,,,,,,
medicine,,ENG30-13973990-n,immunological disorder,a disorder of the immune system,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,,,,,,,,,,,
medicine,,ENG30-13974620-n,immunosuppression,lowering the body`s normal immune response to invasion by foreign substances; can be deliberate (as in lowering the immune response to prevent rejection of a transplanted organ) or incidental (as a side effect of radiotherapy or chemotherapy for cancer),-,ENG30-13973990-n,immunological disorder,a disorder of the immune system,-,,,,,,,,,,,
medicine,,ENG30-14016361-n,fatigue; weariness; tiredness,temporary loss of strength and energy resulting from hard physical or mental work,1 : weariness overcame her after twelve hours and she fell asleep | 2 : he was hospitalized for extreme fatigue | 3 : growing fatigue was apparent from the decline in the execution of their athletic skills,ENG30-14015731-n,temporary state,a state that continues for a limited time,-,,,,,,,,,,,
medicine,,ENG30-14016863-n,eyestrain; asthenopia,a tiredness of the eyes caused by prolonged close work by a person with an uncorrected vision problem,-,ENG30-14016361-n,fatigue; weariness; tiredness,temporary loss of strength and energy resulting from hard physical or mental work,1 : weariness overcame her after twelve hours and she fell asleep | 2 : he was hospitalized for extreme fatigue | 3 : growing fatigue was apparent from the decline in the execution of their athletic skills,,,,,,,,,,,
medicine,,ENG30-14017033-n,jet lag,fatigue and sleep disturbance resulting from disruption of the body`s normal circadian rhythm as a result of jet travel,-,ENG30-14016361-n,fatigue; weariness; tiredness,temporary loss of strength and energy resulting from hard physical or mental work,1 : weariness overcame her after twelve hours and she fell asleep | 2 : he was hospitalized for extreme fatigue | 3 : growing fatigue was apparent from the decline in the execution of their athletic skills,,,,,,,,,,,
medicine,,ENG30-14017206-n,exhaustion,extreme fatigue,-,ENG30-14016361-n,fatigue; weariness; tiredness,temporary loss of strength and energy resulting from hard physical or mental work,1 : weariness overcame her after twelve hours and she fell asleep | 2 : he was hospitalized for extreme fatigue | 3 : growing fatigue was apparent from the decline in the execution of their athletic skills,,,,,,,,,,,
medicine,,ENG30-14017332-n,depletion,the state of being depleted,-,ENG30-14015731-n,temporary state,a state that continues for a limited time,-,,,,,,,,,,,
medicine,,ENG30-14017451-n,salt depletion,loss of salt from the body without replacement (loss by vomiting or profuse perspiration or urination or diarrhea) thus upsetting the electrolyte balance,-,ENG30-14017332-n,depletion,the state of being depleted,-,,,,,,,,,,,
medicine,,ENG30-14018055-n,frazzle,a state of extreme exhaustion,1 : he was worn to a frazzle,ENG30-14017206-n,exhaustion,extreme fatigue,-,,,,,,,,,,,
medicine,,ENG30-14018203-n,mental exhaustion; brain-fag,exhaustion that affects mental keenness,-,ENG30-14017206-n,exhaustion,extreme fatigue,-,,,,,,,,,,,
medicine,,ENG30-14018318-n,grogginess,a groggy state resulting from weariness,-,ENG30-14016361-n,fatigue; weariness; tiredness,temporary loss of strength and energy resulting from hard physical or mental work,1 : weariness overcame her after twelve hours and she fell asleep | 2 : he was hospitalized for extreme fatigue | 3 : growing fatigue was apparent from the decline in the execution of their athletic skills,,,,,,,,,,,
medicine,,ENG30-14018432-n,loginess; logginess,a dull and listless state resulting from weariness,-,ENG30-14016361-n,fatigue; weariness; tiredness,temporary loss of strength and energy resulting from hard physical or mental work,1 : weariness overcame her after twelve hours and she fell asleep | 2 : he was hospitalized for extreme fatigue | 3 : growing fatigue was apparent from the decline in the execution of their athletic skills,,,,,,,,,,,
medicine,,ENG30-14018567-n,drunkenness; inebriation; inebriety; intoxication; tipsiness,a temporary state resulting from excessive consumption of alcohol,-,ENG30-14015731-n,temporary state,a state that continues for a limited time,-,,,,,,,,,,,
medicine,,ENG30-14018918-n,grogginess,a dazed and staggering state caused by alcohol,-,ENG30-14018567-n,drunkenness; inebriation; inebriety; intoxication; tipsiness,a temporary state resulting from excessive consumption of alcohol,-,,,,,,,,,,,
medicine,,ENG30-14019039-n,sottishness,stupefaction from drink,-,ENG30-14018567-n,drunkenness; inebriation; inebriety; intoxication; tipsiness,a temporary state resulting from excessive consumption of alcohol,-,,,,,,,,,,,
medicine,,ENG30-14019138-n,soberness; sobriety,the state of being sober,-,ENG30-14015731-n,temporary state,a state that continues for a limited time,-,,,,,,,,,,,
medicine,,ENG30-14019600-n,acidosis,abnormally high acidity (excess hydrogen-ion concentration) of the blood and other body tissues,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14019840-n,ketoacidosis; diabetic acidosis,acidosis with an accumulation of ketone bodies; occurs primarily in diabetes mellitus,-,ENG30-14019600-n,acidosis,abnormally high acidity (excess hydrogen-ion concentration) of the blood and other body tissues,-,,,,,,,,,,,
medicine,,ENG30-14020753-n,acidemia,a blood disorder characterized by an increased concentration of hydrogen ions in the blood (which falls below 7 on the pH scale),-,ENG30-14189204-n,blood disease; blood disorder,a disease or disorder of the blood,-,,,,,,,,,,,
medicine,,ENG30-14020936-n,alkalemia,a blood disorder characterized by a lower concentration of hydrogen ions in the blood (which rises above 7.45 on the pH scale),-,ENG30-14189204-n,blood disease; blood disorder,a disease or disorder of the blood,-,,,,,,,,,,,
medicine,,ENG30-14021118-n,alkalinuria; alkaluria,a condition in which the urine (which is normally slightly acidic) is alkaline,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
