domain,BCS,ID,literals,def,usage,hypernymID,hypernym_literals,hypernym_def,hypernym_usage,Prevod literala,Prevod def
medicine,,ENG30-14361972-n,tic,a local and habitual twitching especially in the face,-,ENG30-14361664-n,twitch; twitching; vellication,a sudden muscle spasm; especially one caused by a nervous condition,-,tik,"Iznenadni, kratkotrajni i nekontrolisani pokreti mišića lica ili nekog organa koji se izvode nehotično i brzo i stereotipno se ponavljaju. Mogu se pojačati u uslovima stresa, buke, psihičke napetosti i primene lekova koji deluju stimulativno na centralni nervni sistem."
medicine,,ENG30-14362179-n,fibrillation,muscular twitching involving individual muscle fibers acting without coordination,-,ENG30-14361664-n,twitch; twitching; vellication,a sudden muscle spasm; especially one caused by a nervous condition,-,fibrilacija; fibrillatio,stanje kada deo muskulature treperi umesto da izvodi kontrakcije.
medicine,,ENG30-14362373-n,atrial fibrillation,fibrillation of the muscles of the atria of the heart,-,ENG30-14110674-n,cardiac arrhythmia; arrhythmia,an abnormal rate of muscle contractions in the heart,-,atrijalna fibrilacija; treperenje pretkomora; fibrillatio cordis,"Stanje kada deo srčane muskulature treperi umesto da izvodi, kao normalno, kontrakcije. Može se lokalizovati u pretkomorama ili u komorama."
medicine,,ENG30-14362373-n,atrial fibrillation,fibrillation of the muscles of the atria of the heart,-,ENG30-14362179-n,fibrillation,muscular twitching involving individual muscle fibers acting without coordination,-,atrijalna fibrilacija; treperenje pretkomora; fibrillatio cordis,"Stanje kada deo srčane muskulature treperi umesto da izvodi, kao normalno, kontrakcije. Može se lokalizovati u pretkomorama ili u komorama."
medicine,,ENG30-14362510-n,bradycardia,abnormally slow heartbeat,-,ENG30-14110674-n,cardiac arrhythmia; arrhythmia,an abnormal rate of muscle contractions in the heart,-,bradikardija; bradycardia; usporen rad srca,usporenje srčanog rada na ispod 60 otkucaja u minuti.
medicine,,ENG30-14362593-n,heart block; Adams-Stokes syndrome; Stokes-Adams syndrome; atrioventricular block,recurrent sudden attacks of unconsciousness caused by impaired conduction of the impulse that regulates the heartbeat,-,ENG30-14110674-n,cardiac arrhythmia; arrhythmia,an abnormal rate of muscle contractions in the heart,-,atrioventrikularni poremećaji provođenja; AV blok; atrioventrikularni blok,atrioventrikularni poremećaji  provođenja nastaju usled zakašnjenja ili nemogućnosti sprovođenja nadražaja iz pretkomora u komore.
medicine,,ENG30-14363027-n,tachycardia,abnormally rapid heartbeat (over 100 beats per minute),-,ENG30-14110674-n,cardiac arrhythmia; arrhythmia,an abnormal rate of muscle contractions in the heart,-,tahikardija; tachycardia,"ubrzanje srčanog rada, više od 100 otkucaja u minuti."
medicine,,ENG30-14363139-n,ventricular fibrillation,fibrillation of heart muscles resulting in interference with rhythmic contractions of the ventricles and possibly leading to cardiac arrest,-,ENG30-14110674-n,cardiac arrhythmia; arrhythmia,an abnormal rate of muscle contractions in the heart,-,ventrikularna fibrilacija; treperenje komora,"Najčešće dijagnostikovana aritmija kod pacijenata sa srčanim zastojem. Ova aritmija je težak poremećaj srčanog rada, koji za nekoliko minuta dovodi do smrtnog ishoda ukoliko se ne interveniše brzo i adekvatno."
medicine,,ENG30-14363139-n,ventricular fibrillation,fibrillation of heart muscles resulting in interference with rhythmic contractions of the ventricles and possibly leading to cardiac arrest,-,ENG30-14362179-n,fibrillation,muscular twitching involving individual muscle fibers acting without coordination,-,ventrikularna fibrilacija; treperenje komora,"Najčešće dijagnostikovana aritmija kod pacijenata sa srčanim zastojem. Ova aritmija je težak poremećaj srčanog rada, koji za nekoliko minuta dovodi do smrtnog ishoda ukoliko se ne interveniše brzo i adekvatno."
medicine,,ENG30-14363367-n,fasciculation,muscular twitching of contiguous groups of muscle fibers,-,ENG30-14361664-n,twitch; twitching; vellication,a sudden muscle spasm; especially one caused by a nervous condition,-,fascikulacija,"spontane, patološke kontrakcije motornih jedinica pri bolestima motornih neurona u prednjim rogovima kičmene moždine ili motornim jezgrima moždanih nerava."
medicine,,ENG30-14363483-n,scar; cicatrix; cicatrice,a mark left (usually on the skin) by the healing of injured tissue,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,ožiljak,trag ostavljen (obično na koži) zarastanjem povređenog tkiva
medicine,,ENG30-14365356-n,fever; febrility; febricity; pyrexia; feverishness,a rise in the temperature of the body; frequently a symptom of infection,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,fever; feber; temperatura; povišena temperatura; groznica,porast temperature tela; često simptom infekcije
medicine,,ENG30-14365741-n,atrophy; wasting; wasting away,a decrease in size of an organ caused by disease or disuse,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,atrofija,smanjenje u veličini organa usled bolesti ili nekorišćenja.
medicine,,ENG30-14368032-n,filariasis,a disease caused by nematodes in the blood or tissues of the body causing blockage of lymphatic vessels,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,filarijaza,"parazitsko oboljenje, koje izazivaju valjkasti crvi iz reda Filariidae u krvi ili tkivu tela izazivajući blokadu limfnih sudova"
medicine,,ENG30-14371161-n,constipation; irregularity,irregular and infrequent or difficult evacuation of the bowels; can be a symptom of intestinal obstruction or diverticulitis,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,konstipacija; zatvor,neredovna i retka ili otežana evakuacija creva; može biti simptom opstrukcije creva ili divertikulitisa
medicine,,ENG30-14371913-n,diarrhea; diarrhoea; looseness of the bowels,frequent and watery bowel movements; can be a symptom of infection or food poisoning or colitis or a gastrointestinal tumor,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,dijareja; proliv,često i vodenasto pražnjenje creva; može biti simptom infekcije ili trovanja hranom ili kolitisa ili gastrointestinalnog tumora
medicine,,ENG30-14504103-n,chromosomal aberration; chromosomal anomaly; chrosomal abnormality; chromosonal disorder,any change in the normal structure or number of chromosomes; often results in physical or mental abnormalities,-,ENG30-14503665-n,aberrance; aberrancy; aberration; deviance,a state or condition markedly different from the norm,-,hromozomska aberacija,Svaka promena u normalnoj strukturi ili broju homozoma; rezultat je često fizička ili mentalna nenormalnost.
medicine,,ENG30-14531772-n,sensitivity; predisposition,susceptibility to a pathogen,-,ENG30-14530061-n,susceptibility; susceptibleness,the state of being susceptible; easily affected,-,osetljivost; predispozicija,podložnost patogenu
medicine,,ENG30-14533203-n,hypersensitivity reaction,an inappropriate and excessive reaction to an allergen (as pollen or dust or animal hair or certain foods); severity ranges from mild allergy to severe systemic reactions leading to anaphylactic shock,-,ENG30-14533796-n,hypersensitivity,pathological sensitivity,-,hipersenzitivnost; preosetljivost,"neprikladna i preterana reakcija na alergen (polen, prašina, životinjska dlaka ili određena hrana); ozbiljnost reakcije se kreće od blage alergije do teških sistemskih reakcija koje dovode do anafilaktičkog šoka"
medicine,,ENG30-14533547-n,anaphylaxis,hypersensitivity reaction to the ingestion or injection of a substance (a protein or drug) resulting from prior contact with a substance,-,ENG30-14533203-n,hypersensitivity reaction,an inappropriate and excessive reaction to an allergen (as pollen or dust or animal hair or certain foods); severity ranges from mild allergy to severe systemic reactions leading to anaphylactic shock,-,anafilaksa; anafilaksija,preosetljiva reakcija na unošenje ili ubrizgavanje supstance (proteina ili leka) kao rezultat prethodnog kontakta sa supstancom
medicine,,ENG30-14533796-n,hypersensitivity,pathological sensitivity,-,ENG30-14531772-n,sensitivity; predisposition,susceptibility to a pathogen,-,preosetljivost,patološka osetljivost
medicine,,ENG30-14547369-n,unfitness; poor shape; bad condition,poor physical condition; being out of shape or out of condition,-,ENG30-14052046-n,ill health; unhealthiness; health problem,a state in which you are unable to function normally and without pain,-,nemoć; slabost; fizička nesposobnost,loše fizičko stanje; biti van forme ili kondicije
medicine,,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,ENG30-14547369-n,unfitness; poor shape; bad condition,poor physical condition; being out of shape or out of condition,-,hendikep; invaliditet; onesposobljenost,stanje nesposobnosti da radi kao posledica fizičke ili mentalne nesposobnosti
medicine,,ENG30-14557898-n,dysfunction; disfunction,(medicine) any disturbance in the function of an organ or body part,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,disfunkcija; disfunkcionalnost,svaki poremećaj u funkciji organa ili dela tela (medicina)
medicine,,ENG30-14564934-n,sarcoidosis,a chronic disease of unknown cause marked by the formation of nodules in the lungs and liver and lymph glands and salivary glands,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,sarkoidoza,"sistemska bolest iz grupe specifičnih zapaljenja, koju karakteriše stvaranjem granuloma u limfnim čvorovima, plućima, jetri, slezini, srcu, kosnoj srži, koži, očima"
medicine,,ENG30-14568194-n,stridor,a whistling sound when breathing (usually heard on inspiration); indicates obstruction of the trachea or larynx,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,stridor; stridorozno disanje; šištanje,zvižduć zvuk pri disanju (obično se čuje pri udisanju); ukazuje na opstrukciju dušnika ili grkljana
medicine,,ENG30-14568359-n,tinnitus,a ringing or booming sensation in one or both ears; a symptom of an ear infection or Meniere`s disease,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,tinitus,osećaj zvonjenja ili buke u jednom ili oba uha; simptom infekcije uha ili Menierove bolesti
medicine,,ENG30-00832092-n,cardiography; electrocardiography,diagnostic procedure consisting of recording the activity of the heart electronically with a cardiograph (and producing a cardiogram),-,ENG30-00177127-n,diagnostic procedure; diagnostic technique,a procedure followed in making a medical diagnosis,-,kardiografija; elektrokardiografija; EKG,Dijagnostička procedura koja prati rad srca. Eletrokardiografijom se korišćenjem aparata elektrokardiograma prate električni impulsi srca i dobija crtež elektrokardiograf  - EKG.
medicine,,ENG30-00876239-n,percussion; pleximetry,tapping a part of the body for diagnostic purposes,-,ENG30-00876542-n,auscultation,listening to sounds within the body (usually with a stethoscope),-,perkusija,Perkusija je metoda fizikalnog pregleda pri čemu se udarima u određene delove tela proizvode i analiziraju razičiti akustički fenomeni i na taj način se postavlja dijagnoza.
medicine,,ENG30-00876377-n,succussion,shaking a person to determine whether a large amount of liquid is present in a body cavity,-,ENG30-00876542-n,auscultation,listening to sounds within the body (usually with a stethoscope),-,sukusija; succussio,"drmanje, prodrmavanje nekog bolesnika da bi se utvrdilo postojanje bolesti ili da bi mu se olakšali bolovi."
medicine,,ENG30-00876542-n,auscultation,listening to sounds within the body (usually with a stethoscope),-,ENG30-00177127-n,diagnostic procedure; diagnostic technique,a procedure followed in making a medical diagnosis,-,auskultacija; osluškivanje; oskultacija,osluškivanje zvukova koje stvara organizam (najčešće korišćenjem stetoskopa).
medicine,,ENG30-00876542-n,auscultation,listening to sounds within the body (usually with a stethoscope),-,ENG30-00882159-n,listening; hearing,the act of hearing attentively,1 : they make good music--you should give them a hearing | 2 : you can learn a lot by just listening,auskultacija; osluškivanje; oskultacija,osluškivanje zvukova koje stvara organizam (najčešće korišćenjem stetoskopa).
medicine,,ENG30-14452616-n,infestation,the state of being invaded or overrun by parasites,-,ENG30-14451911-n,fullness,the condition of being filled to capacity,-,infestacija,stanje invazije ili preplavljenosti parazitima
medicine,,ENG30-14454030-n,onchocerciasis; river blindness,infestation with slender threadlike roundworms (filaria) deposited under the skin by the bite of black fleas; when the eyes are involved it can result in blindness; common in Africa and tropical America,-,ENG30-14452616-n,infestation,the state of being invaded or overrun by parasites,-,onkocercijaza; rečno slepilo,"zaraza tankim crvima (filaria) koji se talože ispod kože ubodom crnih buva; kada su oči zahvaćene, može dovesti do slepila; često se javlja u Africi i tropskoj Americi"
medicine,,ENG30-14464005-n,defect,an imperfection in a bodily system,1 : this device permits detection of defects in the lungs | 2 : visual defects,ENG30-14462666-n,imperfection; imperfectness,the state or an instance of being imperfect,-,?defect,?an imperfection in a bodily system
medicine,,ENG30-14465048-n,birth defect; congenital anomaly; congenital defect; congenital disorder; congenital abnormality,a defect that is present at birth,-,ENG30-14464005-n,defect,an imperfection in a bodily system,1 : this device permits detection of defects in the lungs | 2 : visual defects,?birth defect; ?congenital anomaly; ?congenital defect; ?congenital disorder; ?congenital abnormality,?a defect that is present at birth
medicine,,ENG30-14465048-n,birth defect; congenital anomaly; congenital defect; congenital disorder; congenital abnormality,a defect that is present at birth,-,ENG30-14505821-n,anomaly; anomalousness,deviation from the normal or common order or form or rule,-,?birth defect; ?congenital anomaly; ?congenital defect; ?congenital disorder; ?congenital abnormality,?a defect that is present at birth
medicine,,ENG30-14469766-n,-,a congenital heart defect producing cyanosis; characterized by four symptoms: pulmonary stenosis and ventricular septal defect and malposition of the aorta over both ventricles and hypertrophy of the right ventricle,-,ENG30-14304060-n,syndrome,a pattern of symptoms indicative of some disease,-,tetralogija Fallot; TOF,"najčešća urođena cijanozna srčana mana koja predstavlja 10% svih urođenih anomalija; označava kombinaciju defekta međukomorske pregrade, jašuće aorte, čiji je otvor iznad defekta tako da prima krv iz obe komore, pulmonalne stenoze (opstrukcija izlaznog trakta desne komore) i  hipertrofije desne komore"
medicine,,ENG30-14469766-n,-,a congenital heart defect producing cyanosis; characterized by four symptoms: pulmonary stenosis and ventricular septal defect and malposition of the aorta over both ventricles and hypertrophy of the right ventricle,-,ENG30-14469014-n,congenital heart defect,a birth defect involving the heart,-,tetralogija Fallot; TOF,"najčešća urođena cijanozna srčana mana koja predstavlja 10% svih urođenih anomalija; označava kombinaciju defekta međukomorske pregrade, jašuće aorte, čiji je otvor iznad defekta tako da prima krv iz obe komore, pulmonalne stenoze (opstrukcija izlaznog trakta desne komore) i  hipertrofije desne komore"
medicine,,ENG30-01006054-n,electromyography,diagnosis of neuromuscular disorders with the use of an electromyograph,-,ENG30-00177127-n,diagnostic procedure; diagnostic technique,a procedure followed in making a medical diagnosis,-,elektromiografija,Dijagnostika neuromuskularnih oboljenja korišćenjem elektromiografa.
medicine,,ENG30-01006188-n,mammography,a diagnostic procedure to detect breast tumors by the use of X rays,-,ENG30-00177127-n,diagnostic procedure; diagnostic technique,a procedure followed in making a medical diagnosis,-,mamografija,dijagnostička procedura kojom se X zracima otkrivaju promene lii tumori na grudima.
medicine,,ENG30-01006536-n,mammothermography,the use of thermography to detect breast tumors (which appear as hot spots),-,ENG30-01006313-n,thermography,diagnostic technique using a thermograph to record the heat produced by different parts of the body; used to study blood flow and to detect tumors,-,mamotermografija,Upotreba termografije za detekciju tumora grudi.
medicine,,ENG30-14494893-n,sanitariness,the state of being conducive to health,-,ENG30-14494716-n,sanitary condition,the state of sanitation (clean or dirty),-,sanitarnost,stanje koje je pogodno za očuvanje zdravlja
medicine,,ENG30-14495080-n,hygiene,a condition promoting sanitary practices,1 : personal hygiene,ENG30-14494893-n,sanitariness,the state of being conducive to health,-,higijena,uslov koji promoviše sanitarnu praksu
medicine,,ENG30-14495466-n,sanitation,the state of being clean and conducive to health,-,ENG30-14494893-n,sanitariness,the state of being conducive to health,-,sanitacija,stanje čistoće i dobrog zdravlja
medicine,$,ENG30-07537973-n,demoralization; demoralisation,depression resulting from an undermining of your morale,-,ENG30-07537485-n,depression,sad feelings of gloom and inadequacy,-,demoralizacija,depresija koja proizlazi iz podrivanja morala
medicine,$,ENG30-14496193-n,cleanness,the state of being clean; without dirt or other impurities,-,ENG30-14494716-n,sanitary condition,the state of sanitation (clean or dirty),-,čistoća,Stanje čiste osobe; bez prljavštine ili drugih nečistoća.
medicine,$,ENG30-14494716-n,sanitary condition,the state of sanitation (clean or dirty),-,ENG30-13920835-n,condition; status,a state at a particular time,1 : the current status of the arms negotiations | 2 : a condition (or state) of disrepair,higijenski uslovi; sanitarni uslovi,Zdravstveni uslovi (čisti ili prljavi).
medicine,$,ENG30-14182697-n,focus; focal point; nidus,a central point or locus of an infection in an organism,1 : the focus of infection,ENG30-08620061-n,point,the precise location of something; a spatially limited location,1 : she walked to a point where she could survey the whole street,žiža; žarište,Središnja tačka ili mesto rasta bakterija u organizmu.
medicine,$,ENG30-14292090-n,fracture; break,breaking of hard tissue such as bone,1 : the break seems to have been caused by a fall | 2 : it was a nasty fracture,ENG30-14285662-n,injury; hurt; harm; trauma,any physical damage to the body caused by violence or accident or fracture etc.,-,prelom; fraktura,Prelom tvrdog tkiva poput kosti.
medicine,$,ENG30-14379501-n,sanity; saneness,normal or sound powers of mind,-,ENG30-14379130-n,mental health,the psychological state of someone who is functioning at a satisfactory level of emotional and behavioral adjustment,-,normalnost,Normalne ili zdrave umne moći.
medicine,$,ENG30-14055408-n,ailment; complaint; ill,an often persistent bodily disorder or disease; a cause for complaining,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,tegoba; boljka,lak ali često stalan telesni poremećaj ili bolest
medicine,$,ENG30-14174549-n,infection,the pathological state resulting from the invasion of the body by pathogenic microorganisms,-,ENG30-14052046-n,ill health; unhealthiness; health problem,a state in which you are unable to function normally and without pain,-,zaraza,Patološko satnje do koga dolazi kada patološki mikroorganizmi napadnu telo.
medicine,$,ENG30-14066203-n,collapse,an abrupt failure of function or health,-,ENG30-14061805-n,illness; unwellness; malady; sickness,impairment of normal physiological function affecting part or all of an organism,-,kolaps; klonulost; malaksalost,naglo posustajanje funkcije ili zdravlja
medicine,$,ENG30-10366966-n,nurse,one skilled in caring for young children or the sick (usually under the supervision of a physician),-,ENG30-10165109-n,health professional; health care provider; caregiver,a person who helps in identifying or preventing or treating illness or disability,-,sestra; medicinska sestra; bolničarka,Osoba obučena za brigu o bolesnicima (obično pod nadzorom lekara).
medicine,$,ENG30-10004282-n,dentist; tooth doctor; dental practitioner,a person qualified to practice dentistry,-,ENG30-10305802-n,medical practitioner; medical man,someone who practices medicine,-,stomatolog; zubar; dentista,osoba kvalifikovana da se bavi stomatologijom
medicine,$,ENG30-00089324-v,disinfect,destroy microorganisms or pathogens by cleansing,1 : disinfect a wound,ENG30-01532589-v,clean; make clean,"make clean by removing dirt, filth, or unwanted substances from",1 : The dentist cleaned my teeth | 2 : Clean the stove!,dezinfikovati,Uništiti mikroorganizme čišćenjem na poseban način.
medicine,$,ENG30-00373766-v,cauterize; cauterise; burn,"burn, sear, or freeze (tissue) using a hot iron or electric current or a caustic agent",1 : The surgeon cauterized the wart,ENG30-00078760-v,treat; care for,provide treatment for,1 : Treat the infection with antibiotics | 2 : The doctor treated my broken leg | 3 : The nurses cared for the bomb victims | 4 : The patient must be treated right away or she will die,spržiti,Sagoreti uz pomoć nagrizajućeg sredstva.
medicine,$,ENG30-00205046-v,better; improve; ameliorate; meliorate,get better,1 : The weather improved toward evening,ENG30-00146138-v,change state; turn,undergo a transformation or a change of position or action,1 : The people turned against the President when he stole the election | 2 : We turned from Socialism to Capitalism,popraviti se; poboljšati se,Bivati bolje.
medicine,$,ENG30-05400601-n,blood group; blood type,people whose blood (usually just the red blood cells) has the same antigens,-,ENG30-07942152-n,people,(plural) any group of human beings (men or women or children) collectively,1 : there were at least 200 people in the audience | 2 : old people,krvna grupa,Ljudi čija krv ima ista protivtela.
medicine,$,ENG30-08053905-n,medical institution,an institution created for the practice of medicine,-,ENG30-08053576-n,institution; establishment,an organization founded and united for a specific purpose,-,medicinska ustanova; zdravstvena ustanova,Ustanova stvorena zarad medicinske prakse.
medicine,$,ENG30-03111899-n,corrective; restorative,a device for treating injury or disease,-,ENG30-03183080-n,device,an instrumentality invented for a particular purpose,1 : a device intended to conserve water | 2 : the device is small enough to wear on your wrist,sredstvo za ublažavanje bolova,Naprava za lečenje povreda ili bolesti.
medicine,$,ENG30-00360501-v,drown,"die from being submerged in water, getting water into the lungs, and asphyxiating",1 : The child drowned in the lake,ENG30-00358431-v,die; decease; perish; go; exit; pass away; expire; pass,pass from physical life and lose all all bodily attributes and functions necessary to sustain life,1 : The patient went peacefully | 2 : She died from cancer | 3 : They children perished in the fire,udaviti se,"Umreti zbog potapanja u vodu, usled čega voda ulzai u ploća i dolazi do gušenja."
medicine,$,ENG30-00092293-v,devolve; deteriorate; drop; degenerate,grow worse,1 : The discussion devolved into a shouting match | 2 : Her condition deteriorated | 3 : Conditions in the slums degenerated,ENG30-00203866-v,worsen; decline,grow worse,1 : Conditions in the slum worsened,propasti,Postati gori.
medicine,$,ENG30-00092690-v,recuperate; recover; convalesce,get over an illness or shock,1 : The patient is recuperating,ENG30-00205046-v,better; improve; ameliorate; meliorate,get better,1 : The weather improved toward evening,oporaviti se; preboleti,Odbolovati bolest ili prevazići šok.
medicine,$,ENG30-00081072-v,administer; dispense,give or apply (medications),-,ENG30-00078760-v,treat; care for,provide treatment for,1 : Treat the infection with antibiotics | 2 : The doctor treated my broken leg | 3 : The nurses cared for the bomb victims | 4 : The patient must be treated right away or she will die,dati; propisati,Davati ili primenjivati; o lekovima.
medicine,$,ENG30-00022686-v,stimulate; arouse; brace; energize; energise; perk up,cause to be alert and energetic,1 : This herbal infusion doesn’t stimulate | 2 : Coffee and tea stimulate me,ENG30-00019448-v,affect,act physically on; have an effect upon,-,stimulisati; podstaknuti; pokrenuti; podignuti,Uzrokovati budnost i energičnost.
medicine,$,ENG30-00087454-v,sicken; come down,get sick,"1 : She fell sick last Friday, and now she is in the hospital",ENG30-00203866-v,worsen; decline,grow worse,1 : Conditions in the slum worsened,razboleti se,Dobiti neku bolest.
medicine,$,ENG30-00270561-v,mend; heal,heal or recover,1 : My broken leg is mending,ENG30-00205046-v,better; improve; ameliorate; meliorate,get better,1 : The weather improved toward evening,oporaviti se; lečiti se,Lečiti ili oporaviti se.
medicine,%,ENG30-00076114-v,tire; pall; weary; fatigue; jade,get tired of something or somebody,-,ENG30-00092293-v,devolve; deteriorate; drop; degenerate,grow worse,1 : The discussion devolved into a shouting match | 2 : Her condition deteriorated | 3 : Conditions in the slums degenerated,iscrpsti se; umoriti se,Postati umoran od nekoga ili nečega.
medicine,%,ENG30-01105620-a,nonspecific,not caused by a specific agent; used also of staining in making microscope slides,1 : nonspecific enteritis,,-,-,-,nespecifičan,U medicini i patologiji; koga ne izaziva specifičan agent.
medicine,%,ENG30-00054285-v,conceive,become pregnant; undergo conception,1 : My daughter was conceived in Christmas Day | 2 : She cannot conceive,ENG30-00146138-v,change state; turn,undergo a transformation or a change of position or action,1 : The people turned against the President when he stole the election | 2 : We turned from Socialism to Capitalism,zatrudneti,postati trudan
medicine,%,ENG30-00022316-v,sedate; calm; tranquilize; tranquillize; tranquillise,cause to be calm or quiet as by administering a sedative to,1 : The patient must be sedated before the operation,ENG30-00019448-v,affect,act physically on; have an effect upon,-,smiriti,učiniti mirnim ili tihim pomoću sedativa
medicine,%,ENG30-00001740-v,breathe; take a breath; respire; suspire,"draw air into, and expel out of, the lungs",1 : The patient is respiring | 2 : I can breathe better when the air is clean,,-,-,-,disati,Udisati vazduh u pluća i izdisati ga.
medicine,%,ENG30-00078760-v,treat; care for,provide treatment for,1 : Treat the infection with antibiotics | 2 : The doctor treated my broken leg | 3 : The nurses cared for the bomb victims | 4 : The patient must be treated right away or she will die,,-,-,-,obezbediti medicinsku negu,Obebzbediti nekome lečenje.
medicine,%,ENG30-00004227-v,exhale; expire; breathe out,expel air,1 : Exhale when you lift the weight,ENG30-00001740-v,breathe; take a breath; respire; suspire,"draw air into, and expel out of, the lungs",1 : The patient is respiring | 2 : I can breathe better when the air is clean,izdahnuti; izdisati,izbaciti vazduh
medicine,%,ENG30-00005041-v,inhale; inspire; breathe in,draw in (air),1 : The lung cancer patient cannot inspire air very well | 2 : Inhale deeply | 3 : inhale the fresh mountain air | 4 : The patient has trouble inspiring,ENG30-00001740-v,breathe; take a breath; respire; suspire,"draw air into, and expel out of, the lungs",1 : The patient is respiring | 2 : I can breathe better when the air is clean,udahnuti; udisati,uvući vazduh
medicine,%,ENG30-00088713-v,infect; taint,contaminate with a disease or microorganism,-,ENG30-00492706-v,pollute; foul; contaminate,make impure,1 : The industrial wastes polluted the lake,inficirati; zaraziti,Kontaminirati bolešću ili mikro organizmom.
medicine,%,ENG30-00324056-n,transfusion; blood transfusion,the introduction of blood or blood plasma into a vein or artery,-,ENG30-00320852-n,insertion; introduction; intromission,the act of putting one thing into another,-,transfuzija krvi,ubrizgavanje krvi ili krvne plazme u venu ili arteriju
medicine,%,ENG30-00142361-n,checkup; medical checkup; medical examination; medical exam; medical; health check,a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person,-,ENG30-00635850-n,examination; scrutiny,the act of examining something closely (as for mistakes),-,lekarski pregled; medicinski pregled; pregled,temeljni pregled; uključuje različite testove u zavisnosti od starosti i pola i zdravlja osobe
medicine,%,ENG30-00097029-v,draw,cause to localize at one point,1 : Draw blood and pus,ENG30-02509919-v,localize; localise,restrict something to a particular area,-,crtati,izazvati lokalizaciju u jednoj tački
medicine,%,ENG30-01172889-a,unhealthy,not in or exhibiting good health in body or mind,1 : unhealthy ulcers,,-,-,-,bolestan,Koji nije u dobrom zdravlju tela ili duha.
medicine,%,ENG30-00359511-v,suffocate; stifle; asphyxiate,be asphyxiated; die from lack of oxygen,1 : The child suffocated under the pillow,ENG30-00358431-v,die; decease; perish; go; exit; pass away; expire; pass,pass from physical life and lose all all bodily attributes and functions necessary to sustain life,1 : The patient went peacefully | 2 : She died from cancer | 3 : They children perished in the fire,udaviti se; ugušiti se,ugušiti se; umreti od nedostatka kiseonika
medicine,%,ENG30-01170243-a,healthy,having or indicating good health in body or mind; free from infirmity or disease,1 : staying fit and healthy | 2 : a rosy healthy baby,,-,-,-,zdrav,"Koji ima ili ukazuje na dobro zdravlje tela ili duha, kod koga nema upale ili bolesti."
medicine,%,ENG30-01210352-v,palpate; feel,examine (a body part) by palpation,1 : The runner felt her pulse | 2 : The nurse palpated the patient’s stomach,ENG30-01206218-v,touch,"make physical contact with, come in contact with",1 : She never touched her husband | 2 : Touch the stone for good luck,opipati; palpirati,"ispitati deo tela palpacijom, dodirom"
medicine,%,ENG30-00671351-n,operation; surgery; surgical operation; surgical procedure; surgical process,a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body,1 : he died while undergoing surgery | 2 : they will schedule the operation as soon as an operating room is available,ENG30-01024392-n,medical procedure,a procedure employed by medical or dental practitioners,-,operacija; hirurška operacija; hirurška intervencija,Medicinski postupak koji uključuje zasecanje upotrebom instrumenata; obavlja se da bi se popravilo oštećenje ili zaustavila bolest živog organizma.
medicine,%,ENG30-00664110-n,medication,the act of treating with medicines or remedies,-,ENG30-00661091-n,therapy,(medicine) the act of caring for someone (as by medication or remedial training etc.),1 : heat therapy gave the best relief | 2 : the quarterback is undergoing treatment for a knee injury | 3 : he tried every treatment the doctors suggested,medikacija,(čin) terapije lekovima
medicine,%,ENG30-00661091-n,therapy,(medicine) the act of caring for someone (as by medication or remedial training etc.),1 : heat therapy gave the best relief | 2 : the quarterback is undergoing treatment for a knee injury | 3 : he tried every treatment the doctors suggested,ENG30-00657604-n,medical care; medical aid,professional treatment for illness or injury,-,terapija,"Čin brige o nekome, lekovima ili medicinskim tretmanom (u medicini)."
medicine,%,ENG30-04364545-n,surgical instrument,a medical instrument used in surgery,-,ENG30-03739693-n,medical instrument,instrument used in the practice of medicine,-,hirurški instrument,Medicinski instrument koji se koristi u hirurgiji.
medicine,%,ENG30-03739693-n,medical instrument,instrument used in the practice of medicine,-,ENG30-03574816-n,instrument,a device that requires skill for proper use,-,medicinski instrument,Instrument koji se koristi u bavljenju medicinom.
